"Movie","Netflix","Hulu","Prime.Video","Disney.","imdb_title_id","date_published","genre","duration","description","weighted_average_vote","total_votes","mean_vote","allgenders_0age_avg_vote","allgenders_0age_votes","allgenders_18age_avg_vote","allgenders_18age_votes","allgenders_30age_avg_vote","allgenders_30age_votes","allgenders_45age_avg_vote","allgenders_45age_votes","Certificate","Genre","Meta_score","Poster_Link"
"The Boy in the Striped Pyjamas",1,0,0,0,"tt0914798","2008-12-19","Drama, War",94,"Through the innocent eyes of Bruno, the eight-year-old son of the commandant at a German concentration camp, a forbidden friendship with a Jewish boy on the other side of the camp fence has startling and unexpected consequences.",7.8,185838,7.9,7.7,223,7.8,53278,7.7,70834,7.7,15396,"PG-13","Drama, History, War",55,"https://m.media-amazon.com/images/M/MV5BMTMzMTc3MjA5NF5BMl5BanBnXkFtZTcwOTk3MDE5MQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
"The Conversation",0,0,1,0,"tt0071360","1974-09-26","Drama, Mystery, Thriller",113,"A paranoid, secretive surveillance expert has a crisis of conscience when he suspects that the couple he is spying on will be murdered.",7.8,95597,7.8,7.9,27,7.9,12798,7.8,42045,7.8,19367,"U","Drama, Mystery, Thriller",85,"https://m.media-amazon.com/images/M/MV5BNzZlMThlYzktMDlmZC00YTI1LThlNzktZWU0MTY4ODc2ZWY4XkEyXkFqcGdeQXVyNTA1NjYyMDk@._V1_UX67_CR0,0,67,98_AL_.jpg"
"The Count of Monte Cristo",0,0,1,0,"tt0245844","2002-05-03","Action, Adventure, Drama",131,"A young man, falsely imprisoned by his jealous ""friend"", escapes and uses a hidden treasure to exact his revenge.",7.8,126871,7.9,7.4,21,7.9,18863,7.7,63906,7.5,16349,"PG-13","Action, Adventure, Drama",61,"https://m.media-amazon.com/images/M/MV5BMDM0ZWRjZDgtZWI0MS00ZTIzLTg4MWYtZjU5MDEyMDU0ODBjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
"The Count of Monte Cristo",0,0,1,0,"tt0025004","1936","Action, Adventure, Drama",113,"After greedy men have Edmound Dantes unjustly imprisoned for 20 years for innocently delivering a letter entrusted to him, he escapes to get his revenge on them.",7.5,2399,7.6,7,1,7.6,255,7.5,795,7.5,889,"PG-13","Action, Adventure, Drama",61,"https://m.media-amazon.com/images/M/MV5BMDM0ZWRjZDgtZWI0MS00ZTIzLTg4MWYtZjU5MDEyMDU0ODBjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
"The Curious Case of Benjamin Button",1,0,0,0,"tt0421715","2009-02-13","Drama, Fantasy, Romance",166,"Tells the story of Benjamin Button, a man who starts aging backwards with consequences.",7.8,575714,7.8,8,263,8,136581,7.7,265626,7.5,45303,"UA","Drama, Fantasy, Romance",70,"https://m.media-amazon.com/images/M/MV5BNjQ0NTY2ODY2M15BMl5BanBnXkFtZTgwMjE4MzkxMDE@._V1_UX67_CR0,0,67,98_AL_.jpg"
"The Dark Knight",0,1,0,0,"tt0468569","2008-07-23","Action, Crime, Drama",152,"When the menace known as the Joker wreaks havoc and chaos on the people of Gotham, Batman must accept one of the greatest psychological and physical tests of his ability to fight injustice.",9,2241615,8.9,9.2,2097,9.2,522182,9,879620,8.4,145726,"UA","Action, Crime, Drama",84,"https://m.media-amazon.com/images/M/MV5BMTMxNTMwODM0NF5BMl5BanBnXkFtZTcwODAyMTk2Mw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
"The Fighter",0,0,1,0,"tt0964517","2011-03-04","Biography, Drama, Sport",116,"Based on the story of",7.8,334145,7.9,7.6,99,7.9,79069,7.8,159261,7.7,27492,"UA","Biography, Drama, Sport",79,"https://m.media-amazon.com/images/M/MV5BMTM0ODk3MjM1MV5BMl5BanBnXkFtZTcwNzc1MDIwNA@@._V1_UX67_CR0,0,67,98_AL_.jpg"
"The Florida Project",1,0,0,0,"tt5649144","2018-03-29","Drama",111,"Set over one summer, the film follows precocious six-year-old Moonee as she courts mischief and adventure with her ragtag playmates and bonds with her rebellious but caring mother, all while living in the shadows of Walt Disney World.",7.6,90024,7.6,8.2,106,7.8,22075,7.5,30353,7.2,9034,"A","Drama",92,"https://m.media-amazon.com/images/M/MV5BMjg4ZmY1MmItMjFjOS00ZTg2LWJjNDYtNDM2YmM2NzhiNmZhXkEyXkFqcGdeQXVyNTAzMTY4MDA@._V1_UX67_CR0,0,67,98_AL_.jpg"
"The Girl with the Dragon Tattoo",0,0,1,0,"tt1568346","2012-02-03","Crime, Drama, Mystery",158,"Journalist Mikael Blomkvist is aided in his search for a woman who has been missing for forty years by Lisbeth Salander, a young computer hacker.",7.8,411774,7.9,7.6,103,7.9,95836,7.8,187665,7.7,41611,"R","Crime, Drama, Mystery",71,"https://m.media-amazon.com/images/M/MV5BMTczNDk4NTQ0OV5BMl5BanBnXkFtZTcwNDAxMDgxNw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
"The Graduate",0,1,0,0,"tt0061722","1968-09-11","Comedy, Drama, Romance",106,"A disillusioned college graduate finds himself torn between his older lover and her daughter.",8,249910,8,8,69,8.1,41627,7.9,107736,7.9,43712,"A","Comedy, Drama, Romance",83,"https://m.media-amazon.com/images/M/MV5BMTQ0ODc4MDk4Nl5BMl5BanBnXkFtZTcwMTEzNzgzNA@@._V1_UX67_CR0,0,67,98_AL_.jpg"
"The Green Mile",0,1,0,0,"tt0120689","2000-03-10","Crime, Drama, Fantasy",189,"The lives of guards on Death Row are affected by one of their charges: a black man accused of child murder and rape, yet who has a mysterious gift.",8.6,1112336,8.5,8.7,720,8.7,224384,8.5,438800,8.4,108229,"A","Crime, Drama, Fantasy",61,"https://m.media-amazon.com/images/M/MV5BMTUxMzQyNjA5MF5BMl5BanBnXkFtZTYwOTU2NTY3._V1_UX67_CR0,0,67,98_AL_.jpg"
"The Hateful Eight",1,0,0,0,"tt3460252","2016-02-04","Crime, Drama, Mystery",168,"In the dead of a Wyoming winter, a bounty hunter and his prisoner find shelter in a cabin currently inhabited by a collection of nefarious characters.",7.8,499070,7.8,8.3,445,8.1,118900,7.7,175766,7.4,40948,"A","Crime, Drama, Mystery",68,"https://m.media-amazon.com/images/M/MV5BMjA1MTc1NTg5NV5BMl5BanBnXkFtZTgwOTM2MDEzNzE@._V1_UX67_CR0,0,67,98_AL_.jpg"
"The Incredibles",0,0,0,1,"tt0317705","2004-11-26","Animation, Action, Adventure",115,"A family of undercover superheroes, while trying to live the quiet suburban life, are forced into action to save the world.",8,642759,8,8.3,701,8.1,154272,7.9,252363,8.1,58188,"U","Animation, Action, Adventure",90,"https://m.media-amazon.com/images/M/MV5BMTY5OTU0OTc2NV5BMl5BanBnXkFtZTcwMzU4MDcyMQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
"The Irishman",1,0,0,0,"tt1302006","2019-11-27","Biography, Crime, Drama",209,"An old man recalls his time painting houses for his friend,",7.9,304528,7.9,8.3,565,8.1,62836,7.7,97374,7.6,29565,"R","Biography, Crime, Drama",94,"https://m.media-amazon.com/images/M/MV5BMGUyM2ZiZmUtMWY0OC00NTQ4LThkOGUtNjY2NjkzMDJiMWMwXkEyXkFqcGdeQXVyMzY0MTE3NzU@._V1_UX67_CR0,0,67,98_AL_.jpg"
"The Jungle Book",0,0,0,1,"tt3040964","2016-04-14","Adventure, Drama, Family",106,"After a threat from the tiger Shere Khan forces him to flee the jungle, a man-cub named Mowgli embarks on a journey of self discovery with the help of panther Bagheera and free-spirited bear Baloo.",7.4,254949,7.5,7.1,228,7.4,62090,7.3,91491,7.4,18121,"U","Animation, Adventure, Family",65,"https://m.media-amazon.com/images/M/MV5BMjAwMTExODExNl5BMl5BanBnXkFtZTgwMjM2MDgyMTE@._V1_UX67_CR0,0,67,98_AL_.jpg"
"The Jungle Book",0,0,0,1,"tt0061852","1968-12-06","Animation, Adventure, Family",78,"Bagheera the Panther and Baloo the Bear have a difficult time trying to convince a boy to leave the jungle for human civilization.",7.6,162375,7.7,7.3,137,7.5,39113,7.6,64989,7.8,16261,"U","Animation, Adventure, Family",65,"https://m.media-amazon.com/images/M/MV5BMjAwMTExODExNl5BMl5BanBnXkFtZTgwMjM2MDgyMTE@._V1_UX67_CR0,0,67,98_AL_.jpg"
"The Jungle Book",0,0,0,1,"tt0110213","1995-10-20","Adventure, Family, Romance",111,"Rudyard Kipling's classic tale of Mowgli, the orphaned jungle boy raised by wild animals, and how he becomes king of the jungle.",6,16093,6.3,6.5,4,6.1,2043,6,8629,5.9,1899,"U","Animation, Adventure, Family",65,"https://m.media-amazon.com/images/M/MV5BMjAwMTExODExNl5BMl5BanBnXkFtZTgwMjM2MDgyMTE@._V1_UX67_CR0,0,67,98_AL_.jpg"
"The King's Speech",1,0,0,0,"tt1504320","2011-01-28","Biography, Drama, History",118,"The story of",8,628323,8,7.9,207,8.1,148924,8,264168,8,62221,"U","Biography, Drama, History",88,"https://m.media-amazon.com/images/M/MV5BMzU5MjEwMTg2Nl5BMl5BanBnXkFtZTcwNzM3MTYxNA@@._V1_UY98_CR0,0,67,98_AL_.jpg"
"The Lady Vanishes",0,0,1,0,"tt0030341","1939-01-02","Mystery, Thriller",96,"While travelling in continental Europe, a rich young playgirl realizes that an elderly lady seems to have disappeared from the train.",7.8,46159,7.8,8,13,7.8,5417,7.8,19212,7.8,11380,"","Mystery, Thriller",98,"https://m.media-amazon.com/images/M/MV5BNjk3YzFjYTktOGY0ZS00Y2EwLTk2NTctYTI1Nzc2OWNiN2I4XkEyXkFqcGdeQXVyNzM0MTUwNTY@._V1_UX67_CR0,0,67,98_AL_.jpg"
"The Last of the Mohicans",0,0,1,0,"tt0104691","1992-12-23","Action, Adventure, Drama",112,"Three trappers protect the daughters of a British Colonel in the midst of the French and Indian War.",7.7,145731,7.9,7.3,33,7.5,18246,7.7,68248,7.9,24483,"UA","Action, Adventure, Drama",76,"https://m.media-amazon.com/images/M/MV5BZDNiYmRkNDYtOWU1NC00NmMxLWFkNmUtMGI5NTJjOTJmYTM5XkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_UX67_CR0,0,67,98_AL_.jpg"
"The Last Samurai",1,0,0,0,"tt0325710","2004-01-09","Action, Drama, War",154,"An American military advisor embraces the Samurai culture he was hired to destroy after he is captured in battle.",7.7,392213,7.8,8,110,7.9,71239,7.7,187679,7.5,39713,"UA","Action, Drama",55,"https://m.media-amazon.com/images/M/MV5BMzkyNzQ1Mzc0NV5BMl5BanBnXkFtZTcwODg3MzUzMw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
"The Lion King",0,0,0,1,"tt0110357","1994-11-25","Animation, Adventure, Drama",88,"Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself.",8.5,917248,8.5,8.6,987,8.7,230623,8.5,342788,7.9,62934,"U","Animation, Adventure, Drama",88,"https://m.media-amazon.com/images/M/MV5BYTYxNGMyZTYtMjE3MS00MzNjLWFjNmYtMDk3N2FmM2JiM2M1XkEyXkFqcGdeQXVyNjY5NDU4NzI@._V1_UX67_CR0,0,67,98_AL_.jpg"
"The Lion King",0,0,0,1,"tt6105098","2019-08-21","Animation, Adventure, Drama",118,"After the murder of his father, a young lion prince flees his kingdom only to learn the true meaning of responsibility and bravery.",6.9,199521,7,6.4,541,6.9,47338,6.8,62019,7,11738,"U","Animation, Adventure, Drama",88,"https://m.media-amazon.com/images/M/MV5BYTYxNGMyZTYtMjE3MS00MzNjLWFjNmYtMDk3N2FmM2JiM2M1XkEyXkFqcGdeQXVyNjY5NDU4NzI@._V1_UX67_CR0,0,67,98_AL_.jpg"
"The Little Mermaid",1,0,0,1,"tt5493944","2018-08-17","Adventure, Drama, Fantasy",85,"A young reporter and his niece discover a beautiful and enchanting creature they believe to be the real little mermaid.",4.2,7872,4.3,4.8,30,4.3,1987,4.1,2294,4.7,637,"U","Animation, Family, Fantasy",88,"https://m.media-amazon.com/images/M/MV5BN2JlZTBhYTEtZDE3OC00NTA3LTk5NTQtNjg5M2RjODllM2M0XkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_UX67_CR0,0,67,98_AL_.jpg"
"The Little Mermaid",1,0,0,1,"tt0097757","1990-12-06","Animation, Family, Fantasy",83,"A mermaid princess makes a Faustian bargain in an attempt to become human and win a prince's love.",7.6,231653,7.7,7.3,208,7.5,55880,7.6,93667,7.5,17123,"U","Animation, Family, Fantasy",88,"https://m.media-amazon.com/images/M/MV5BN2JlZTBhYTEtZDE3OC00NTA3LTk5NTQtNjg5M2RjODllM2M0XkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_UX67_CR0,0,67,98_AL_.jpg"
"The Long Goodbye",0,0,1,0,"tt0070334","1974-04-09","Comedy, Crime, Drama",112,"Private investigator Philip Marlowe helps a friend out of a jam, but in doing so gets implicated in his wife's murder.",7.6,25265,7.6,7.3,3,8,3019,7.6,10799,7.3,6209,"A","Comedy, Crime, Drama",87,"https://m.media-amazon.com/images/M/MV5BYzZhODNiOWYtMmNkNS00OTFhLTkzYzktYTQ4ZmNmZWMyN2ZiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg"
"The Machinist",0,0,1,0,"tt0361862","2004-11-19","Drama, Thriller",101,"An industrial worker who hasn't slept in a year begins to doubt his own sanity.",7.7,351032,7.8,7.8,111,7.7,77468,7.7,170329,7.5,27438,"R","Drama, Thriller",61,"https://m.media-amazon.com/images/M/MV5BNjk1NzBlY2YtNjJmNi00YTVmLWI2OTgtNDUxNDE5NjUzZmE0XkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_UX67_CR0,0,67,98_AL_.jpg"
"The Man Who Shot Liberty Valance",0,0,1,0,"tt0056217","1962-09-12","Drama, Western",123,"A senator returns to a western town for the funeral of an old friend and tells the story of his origins.",8.1,67255,8,7.8,15,8.1,7797,8,25638,8.2,19010,"","Drama, Western",94,"https://m.media-amazon.com/images/M/MV5BMGEyNzhkYzktMGMyZS00YzRiLWJlYjktZjJkOTU5ZDY0ZGI4XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UX67_CR0,0,67,98_AL_.jpg"
"The Matrix",1,0,0,0,"tt0133093","1999-05-07","Action, Sci-Fi",136,"A computer hacker learns from mysterious rebels about the true nature of his reality and his role in the war against its controllers.",8.7,1632315,8.5,8.5,1161,8.6,308826,8.8,659652,8.6,162396,"A","Action, Sci-Fi",73,"https://m.media-amazon.com/images/M/MV5BNzQzOTk3OTAtNDQ0Zi00ZTVkLWI0MTEtMDllZjNkYzNjNTc4L2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg"
"The Muppet Christmas Carol",0,0,0,1,"tt0104940","1993-12-23","Comedy, Drama, Family",85,"The Muppet characters tell their version of the classic tale of an old and bitter miser's redemption on Christmas Eve.",7.7,46386,7.9,7.4,38,7.7,6884,7.8,21581,7.5,6203,"G","Comedy, Drama, Family",64,"https://m.media-amazon.com/images/M/MV5BN2Y0NWRkNWItZWEwNi00MDNlLWJmZDYtNTkwYzI5Nzg4MjVjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg"
"The Muppet Movie",0,0,0,1,"tt0079588","1979-10-26","Adventure, Comedy, Family",95,"Kermit and his newfound friends trek across America to find success in Hollywood, but a frog legs merchant is after Kermit.",7.6,31920,7.7,7.9,26,7.7,3101,7.6,12562,7.5,7672,"U","Adventure, Comedy, Family",74,"https://m.media-amazon.com/images/M/MV5BMGQ0OGM5YjItYzYyMi00NmVmLWI3ODMtMTY2NGRkZmI5MWU2XkEyXkFqcGdeQXVyMzI0NDc4ODY@._V1_UX67_CR0,0,67,98_AL_.jpg"
"The Naked Gun: From the Files of Police Squad!",1,0,0,0,"tt0095705","1989-03-24","Comedy, Crime",85,"Incompetent police Detective Frank Drebin must foil an attempt to assassinate",7.6,148550,7.7,7.8,65,7.6,22975,7.6,69294,7.5,20907,"U","Comedy, Crime",76,"https://m.media-amazon.com/images/M/MV5BODk1ZWM4ZjItMjFhZi00MDMxLTgxNmYtODFhNWZlZTkwM2UwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
"The Nightmare Before Christmas",0,0,0,1,"tt0107688","1994-12-05","Animation, Family, Fantasy",76,"Jack Skellington, king of Halloween Town, discovers Christmas Town, but his attempts to bring Christmas to his home causes confusion.",8,285261,8.1,7.9,213,8,62283,8,126402,7.8,25752,"U","Animation, Family, Fantasy",82,"https://m.media-amazon.com/images/M/MV5BNWE4OTNiM2ItMjY4Ni00ZTViLWFiZmEtZGEyNGY2ZmNlMzIyXkEyXkFqcGdeQXVyMDU5NDcxNw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
"The Perks of Being a Wallflower",1,0,0,0,"tt1659337","2013-02-14","Drama, Romance",103,"An introvert freshman is taken under the wings of two seniors who welcome him to the real world.",8,451711,8.1,8.1,307,8.1,150901,7.8,153100,7.7,24236,"UA","Drama, Romance",67,"https://m.media-amazon.com/images/M/MV5BZThjMmQ5YjktMTUyMC00MjljLWJmMTAtOWIzNDIzY2VhNzQ0XkEyXkFqcGdeQXVyMTAyNjg4NjE0._V1_UX67_CR0,0,67,98_AL_.jpg"
"The Pianist",1,0,1,0,"tt0253474","2002-10-25","Biography, Drama, Music",150,"A Polish Jewish musician struggles to survive the destruction of the Warsaw ghetto of World War II.",8.5,707942,8.5,8.6,459,8.7,160488,8.5,283869,8.2,59677,"R","Biography, Drama, Music",85,"https://m.media-amazon.com/images/M/MV5BOWRiZDIxZjktMTA1NC00MDQ2LWEzMjUtMTliZmY3NjQ3ODJiXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY98_CR2,0,67,98_AL_.jpg"
"The Princess Bride",0,0,0,1,"tt0093779","1988-03-31","Adventure, Family, Fantasy",98,"While home sick in bed, a young boy's grandfather reads him the story of a farmboy-turned-pirate who encounters numerous obstacles, enemies and allies in his quest to be reunited with his true love.",8.1,385237,8.2,8,188,7.9,58447,8,155514,8.2,61771,"U","Adventure, Family, Fantasy",77,"https://m.media-amazon.com/images/M/MV5BMGM4M2Q5N2MtNThkZS00NTc1LTk1NTItNWEyZjJjNDRmNDk5XkEyXkFqcGdeQXVyMjA0MDQ0Mjc@._V1_UX67_CR0,0,67,98_AL_.jpg"
"The Pursuit of Happyness",1,0,0,0,"tt0454921","2007-01-12","Biography, Drama",117,"A struggling salesman takes custody of his son as he's poised to begin a life-changing professional career.",8,437433,8.1,8.4,249,8.2,114170,7.9,188926,7.4,27965,"U","Biography, Drama",64,"https://m.media-amazon.com/images/M/MV5BMTQ5NjQ0NDI3NF5BMl5BanBnXkFtZTcwNDI0MjEzMw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
"The Social Network",1,0,0,0,"tt1285016","2010-11-11","Biography, Drama",120,"As Harvard student",7.7,608745,7.7,8.3,415,7.9,163511,7.7,260610,7.4,44411,"UA","Biography, Drama",95,"https://m.media-amazon.com/images/M/MV5BOGUyZDUxZjEtMmIzMC00MzlmLTg4MGItZWJmMzBhZjE0Mjc1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg"
"The Sound of Music",0,0,0,1,"tt0059742","1965-12-22","Biography, Drama, Family",172,"A woman leaves an Austrian convent to become a governess to the children of a Naval officer widower.",8,198561,8.1,7.9,110,8,34928,7.9,74004,8.1,34388,"U","Biography, Drama, Family",63,"https://m.media-amazon.com/images/M/MV5BODIxNjhkYjEtYzUyMi00YTNjLWE1YjktNjAyY2I2MWNkNmNmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY98_CR1,0,67,98_AL_.jpg"
"The Straight Story",0,0,0,1,"tt0166896","2000-02-11","Biography, Drama",112,"An old man makes a long journey by lawnmower to mend his relationship with an ill brother.",8,80007,7.9,7.8,37,8,8013,8,36741,8,16107,"U","Biography, Drama",86,"https://m.media-amazon.com/images/M/MV5BNmE1MDk4OWEtYjk1NS00MWU2LTk5ZWItYjZhYmRkODRjMDc0XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_UX67_CR0,0,67,98_AL_.jpg"
"The Theory of Everything",1,0,0,0,"tt2980516","2015-01-15","Biography, Drama, Romance",123,"A look at the relationship between the famous physicist",7.7,390356,7.8,7.7,286,7.9,111785,7.6,134143,7.6,28132,"U","Biography, Drama, Romance",72,"https://m.media-amazon.com/images/M/MV5BMTAwMTU4MDA3NDNeQTJeQWpwZ15BbWU4MDk4NTMxNTIx._V1_UX67_CR0,0,67,98_AL_.jpg"
"There Will Be Blood",1,0,0,0,"tt0469494","2008-02-15","Drama",158,"A story of family, religion, hatred, oil and madness, focusing on a turn-of-the-century prospector in the early days of the business.",8.2,502968,8.1,8.7,248,8.4,91584,8.1,236354,7.7,51989,"A","Drama",93,"https://m.media-amazon.com/images/M/MV5BMjAxODQ4MDU5NV5BMl5BanBnXkFtZTcwMDU4MjU1MQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Thor: Ragnarok",0,0,0,1,"tt3501632","2017-10-25","Action, Adventure, Comedy",130,"Imprisoned on the planet Sakaar, Thor must race against time to return to Asgard and stop Ragnarök, the destruction of his world, at the hands of the powerful and ruthless villain Hela.",7.9,564511,8,8.1,1367,7.9,131486,7.8,171483,7.7,38050,"UA","Action, Adventure, Comedy",74,"https://m.media-amazon.com/images/M/MV5BMjMyNDkzMzI1OF5BMl5BanBnXkFtZTgwODcxODg5MjI@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Togo",0,0,0,1,"tt5116302","2020-03-24","Adventure, Biography, Drama",113,"The story of Togo, the sled dog who led the 1925 serum run yet was considered by most to be too small and weak to lead such an intense race.",8,30833,8.3,8.2,42,8.1,5963,7.9,11192,7.9,3023,"U","Adventure, Biography, Drama",69,"https://m.media-amazon.com/images/M/MV5BNjJkYTc5N2UtMGRlMC00M2FmLTk0ZWMtOTYxNDUwNjI2YzljXkEyXkFqcGdeQXVyNDg4NjY5OTQ@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Toy Story",0,0,0,1,"tt0114709","1996-03-22","Animation, Adventure, Comedy",81,"A cowboy doll is profoundly threatened and jealous when a new spaceman figure supplants him as top toy in a boy's room.",8.3,864461,8.3,8.4,971,8.4,208846,8.2,316485,8.2,72724,"U","Animation, Adventure, Comedy",95,"https://m.media-amazon.com/images/M/MV5BMDU2ZWJlMjktMTRhMy00ZTA5LWEzNDgtYmNmZTEwZTViZWJkXkEyXkFqcGdeQXVyNDQ2OTk4MzI@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Toy Story 2",0,0,0,1,"tt0120363","1999-12-02","Animation, Adventure, Comedy",92,"When Woody is stolen by a toy collector, Buzz and his friends set out on a rescue mission to save Woody before he becomes a museum toy property with his roundup gang Jessie, Prospector, and Bullseye.",7.9,514519,7.9,8,605,8,125876,7.8,196175,7.9,45100,"U","Animation, Adventure, Comedy",88,"https://m.media-amazon.com/images/M/MV5BMWM5ZDcxMTYtNTEyNS00MDRkLWI3YTItNThmMGExMWY4NDIwXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Toy Story 3",0,0,0,1,"tt0435761","2010-07-07","Animation, Adventure, Comedy",103,"The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home.",8.3,739717,8.2,8.2,904,8.4,201357,8.3,276252,8.1,52309,"U","Animation, Adventure, Comedy",92,"https://m.media-amazon.com/images/M/MV5BMTgxOTY4Mjc0MF5BMl5BanBnXkFtZTcwNTA4MDQyMw@@._V1_UY98_CR1,0,67,98_AL_.jpg"
"Toy Story 4",0,0,0,1,"tt1979376","2019-06-26","Animation, Adventure, Comedy",100,"When a new toy called ""Forky"" joins Woody and the gang, a road trip alongside old and new friends reveals how big the world can be for a toy.",7.8,189129,7.8,8.1,593,7.9,45776,7.7,57617,7.6,12394,"U","Animation, Adventure, Comedy",84,"https://m.media-amazon.com/images/M/MV5BMTYzMDM4NzkxOV5BMl5BanBnXkFtZTgwNzM1Mzg2NzM@._V1_UX67_CR0,0,67,98_AL_.jpg"
"True Grit",0,1,1,0,"tt0065126","1969-08-23","Adventure, Drama, Western",128,"A drunken, hard-nosed U.S. Marshal and a Texas Ranger help a stubborn teenager track down her father's murderer in Indian Territory.",7.4,41569,7.5,7.9,5,7.4,4459,7.3,14924,7.6,13130,"PG-13","Drama, Western",80,"https://m.media-amazon.com/images/M/MV5BODhkZDIzNjgtOTA5ZS00MmMzLWFkNjYtM2Y2MzFjN2FkNjAzL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY98_CR1,0,67,98_AL_.jpg"
"True Grit",0,1,1,0,"tt1403865","2011-02-18","Drama, Western",110,"A stubborn teenager enlists the help of a tough U.S. Marshal to track down her father's murderer.",7.6,305020,7.6,7.5,95,7.6,58730,7.6,147773,7.6,39190,"PG-13","Drama, Western",80,"https://m.media-amazon.com/images/M/MV5BODhkZDIzNjgtOTA5ZS00MmMzLWFkNjYtM2Y2MzFjN2FkNjAzL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY98_CR1,0,67,98_AL_.jpg"
"Up",0,0,0,1,"tt1049413","2009-10-15","Animation, Adventure, Comedy",96,"78-year-old Carl Fredricksen travels to Paradise Falls in his house equipped with balloons, inadvertently taking a young stowaway.",8.2,911402,8.2,8.4,980,8.3,235086,8.2,344976,8.1,64578,"U","Animation, Adventure, Comedy",88,"https://m.media-amazon.com/images/M/MV5BMTk3NDE2NzI4NF5BMl5BanBnXkFtZTgwNzE1MzEyMTE@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Veer-Zaara",0,0,1,0,"tt0420332","2004-11-12","Drama, Family, Musical",192,"Veer-Zaara is a saga of love, separation, courage and sacrifice. A love story that is an inspiration and will remain a legend forever.",7.8,47905,8.2,7.8,25,8.1,14857,7.4,17156,7.4,2127,"U","Drama, Family, Musical",67,"https://m.media-amazon.com/images/M/MV5BY2VlOTc4ZjctYjVlMS00NDYwLWEwZjctZmYzZmVkNGU5NjNjXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY98_CR2,0,67,98_AL_.jpg"
"WALL·E",0,0,0,1,"tt0910970","2008-10-17","Animation, Adventure, Family",98,"In the distant future, a small waste-collecting robot inadvertently embarks on a space journey that will ultimately decide the fate of mankind.",8.4,974734,8.3,8.6,1010,8.4,228844,8.4,394702,8.1,74068,"U","Animation, Adventure, Family",95,"https://m.media-amazon.com/images/M/MV5BMjExMTg5OTU0NF5BMl5BanBnXkFtZTcwMjMxMzMzMw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
"What's Eating Gilbert Grape",1,0,1,0,"tt0108550","1994-03-04","Drama",118,"A young man in a small Midwestern town struggles to care for his mentally-disabled younger brother and morbidly obese mother while attempting to pursue his own happiness.",7.8,210322,7.9,8.1,110,7.9,41783,7.7,94006,7.7,25513,"U","Drama",73,"https://m.media-amazon.com/images/M/MV5BY2EyZDlhNjItODYzNi00Mzc3LWJjOWUtMTViODU5MTExZWMyL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
