"Movie","Netflix","Hulu","Prime.Video","Disney.","imdb_title_id","date_published","genre","duration","description","weighted_average_vote","total_votes","mean_vote","allgenders_0age_avg_vote","allgenders_0age_votes","allgenders_18age_avg_vote","allgenders_18age_votes","allgenders_30age_avg_vote","allgenders_30age_votes","allgenders_45age_avg_vote","allgenders_45age_votes","Certificate","Genre","Meta_score","Poster_Link"
"3 Idiots",1,0,1,0,"tt1187043","2009-12-25","Comedy, Drama",170,"Two friends are searching for their long lost companion. They revisit their college days and recall the memories of their friend who inspired them to think differently, even as the rest of the world called them ""idiots"".",8.4,332217,8.5,8.3,371,8.7,105026,8.2,101928,7.2,10089,"UA","Comedy, Drama",67,"https://m.media-amazon.com/images/M/MV5BNTkyOGVjMGEtNmQzZi00NzFlLTlhOWQtODYyMDc2ZGJmYzFhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY98_CR0,0,67,98_AL_.jpg"
"50/50",0,1,0,0,"tt1306980","2012-03-02","Comedy, Drama, Romance",100,"Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis and his subsequent struggle to beat the disease.",7.6,311992,7.7,7.5,73,7.8,88382,7.6,147424,7.4,19899,"R","Comedy, Drama, Romance",72,"https://m.media-amazon.com/images/M/MV5BNjg3ODQyNTIyN15BMl5BanBnXkFtZTcwMjUzNzM5NQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
"A Star Is Born",0,0,1,0,"tt1517451","2018-10-11","Drama, Music, Romance",136,"A musician helps a young singer find fame as age and alcoholism send his own career into a downward spiral.",7.7,318520,7.8,7.6,519,7.8,75562,7.5,100384,7.5,28905,"UA","Drama, Music, Romance",88,"https://m.media-amazon.com/images/M/MV5BNmE5ZmE3OGItNTdlNC00YmMxLWEzNjctYzAwOGQ5ODg0OTI0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg"
"A Star Is Born",0,0,1,0,"tt0029606","1938-11-20","Drama, Romance",111,"A young woman comes to Hollywood with dreams of stardom, and achieves them only with the help of an alcoholic leading man whose best days are behind him.",7.3,8448,7.6,7.5,2,7.4,791,7.2,2554,7.3,3276,"UA","Drama, Music, Romance",88,"https://m.media-amazon.com/images/M/MV5BNmE5ZmE3OGItNTdlNC00YmMxLWEzNjctYzAwOGQ5ODg0OTI0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg"
"A Star Is Born",0,0,1,0,"tt0047522","1955-02-25","Drama, Musical, Romance",154,"A film star helps a young singer and actress find fame, even as age and alcoholism send his own career on a downward spiral.",7.6,15391,7.7,7.6,6,7.8,1551,7.4,4989,7.6,5388,"UA","Drama, Music, Romance",88,"https://m.media-amazon.com/images/M/MV5BNmE5ZmE3OGItNTdlNC00YmMxLWEzNjctYzAwOGQ5ODg0OTI0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg"
"A Star Is Born",0,0,1,0,"tt0075265","1977","Drama, Music, Romance",139,"A has-been rock star falls in love with a young, up-and-coming songstress.",6.2,9699,6.5,3.5,2,6,711,6,2221,6.3,4392,"UA","Drama, Music, Romance",88,"https://m.media-amazon.com/images/M/MV5BNmE5ZmE3OGItNTdlNC00YmMxLWEzNjctYzAwOGQ5ODg0OTI0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg"
"About Time",1,0,0,0,"tt2194499","2013-11-07","Comedy, Drama, Fantasy",123,"At the age of 21, Tim discovers he can travel in time and change what happens and has happened in his own life. His decision to make his world a better place by getting a girlfriend turns out not to be as easy as you might think.",7.8,289857,8,7.9,147,8,78295,7.7,109606,7.6,23778,"R","Comedy, Drama, Fantasy",55,"https://m.media-amazon.com/images/M/MV5BMTA1ODUzMDA3NzFeQTJeQWpwZ15BbWU3MDgxMTYxNTk@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Airplane!",0,0,1,0,"tt0080339","1980-10-30","Comedy",88,"A man afraid to fly must ensure that a plane lands safely after the pilots become sick.",7.7,208636,7.8,8,109,7.7,35046,7.6,85756,7.9,34915,"U","Comedy",78,"https://m.media-amazon.com/images/M/MV5BZjA3YjdhMWEtYjc2Ni00YzVlLWI0MTUtMGZmNTJjNmU0Yzk2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Aladdin",0,0,0,1,"tt6139732","2019-05-22","Adventure, Family, Fantasy",128,"A kind-hearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.",7,215140,7.2,7,571,7.1,48027,6.9,72095,6.8,13184,"U","Animation, Adventure, Comedy",86,"https://m.media-amazon.com/images/M/MV5BY2Q2NDI1MjUtM2Q5ZS00MTFlLWJiYWEtNTZmNjQ3OGJkZDgxXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Aladdin",0,0,0,1,"tt0103639","1993-12-03","Animation, Adventure, Comedy",90,"A kindhearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.",8,363761,8.1,8,377,8,83880,8.1,151212,7.7,26833,"U","Animation, Adventure, Comedy",86,"https://m.media-amazon.com/images/M/MV5BY2Q2NDI1MjUtM2Q5ZS00MTFlLWJiYWEtNTZmNjQ3OGJkZDgxXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Apocalypto",0,0,1,0,"tt0472043","2007-01-05","Action, Adventure, Drama",139,"As the Mayan kingdom faces its decline, a young man is taken on a perilous journey to a world ruled by fear and oppression.",7.8,286225,7.9,7.3,47,7.8,48561,7.8,150571,7.8,32124,"A","Action, Adventure, Drama",68,"https://m.media-amazon.com/images/M/MV5BMzhmNGMzMDMtZDM0Yi00MmVmLWExYjAtZDhjZjcxZDM0MzJhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg"
"As Good as It Gets",1,0,0,0,"tt0119822","1998-01-30","Comedy, Drama, Romance",139,"A single mother and waitress, a misanthropic author, and a gay artist form an unlikely friendship after the artist is assaulted in a robbery.",7.7,270079,7.8,7.6,72,7.7,32922,7.7,127543,7.8,45668,"A","Comedy, Drama, Romance",67,"https://m.media-amazon.com/images/M/MV5BNWMxZTgzMWEtMTU0Zi00NDc5LWFkZjctMzUxNDIyNzZiMmNjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Avatar",0,0,0,1,"tt0499549","2010-01-15","Action, Adventure, Fantasy",162,"A paraplegic Marine dispatched to the moon Pandora on a unique mission becomes torn between following his orders and protecting the world he feels is his home.",7.8,1101160,7.8,7.5,729,7.7,254045,7.8,483163,7.9,98090,"UA","Action, Adventure, Fantasy",83,"https://m.media-amazon.com/images/M/MV5BMTYwOTEwNjAzMl5BMl5BanBnXkFtZTcwODc5MTUwMw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Avengers: Endgame",0,0,0,1,"tt4154796","2019-04-24","Action, Adventure, Drama",181,"After the devastating events of",8.4,754786,8.4,8.7,2761,8.6,179228,8.3,200881,8.1,46743,"UA","Action, Adventure, Drama",78,"https://m.media-amazon.com/images/M/MV5BMTc5MDE2ODcwNV5BMl5BanBnXkFtZTgwMzI2NzQ2NzM@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Avengers: Infinity War",1,0,0,0,"tt4154756","2018-04-25","Action, Adventure, Sci-Fi",149,"The Avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful Thanos before his blitz of devastation and ruin puts an end to the universe.",8.4,796486,8.5,8.8,2669,8.6,197898,8.3,212979,8.1,46057,"UA","Action, Adventure, Sci-Fi",68,"https://m.media-amazon.com/images/M/MV5BMjMxNjY2MDU1OV5BMl5BanBnXkFtZTgwNzY1MTUwNTM@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Back to the Future",1,0,0,0,"tt0088763","1985-10-18","Adventure, Comedy, Sci-Fi",116,"Marty McFly, a 17-year-old high school student, is accidentally sent thirty years into the past in a time-traveling DeLorean invented by his close friend, the eccentric scientist Doc Brown.",8.5,1027330,8.4,8.7,998,8.5,192005,8.6,403794,8.4,112140,"U","Adventure, Comedy, Sci-Fi",87,"https://m.media-amazon.com/images/M/MV5BZmU0M2Y1OGUtZjIxNi00ZjBkLTg1MjgtOWIyNThiZWIwYjRiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Back to the Future Part II",1,0,0,0,"tt0096874","1989-12-22","Adventure, Comedy, Sci-Fi",108,"After visiting 2015, Marty McFly must repeat his visit to 1955 to prevent disastrous changes to 1985...without interfering with his first trip.",7.8,467662,7.9,7.9,488,7.9,85725,7.9,199311,7.5,47089,"U","Adventure, Comedy, Sci-Fi",57,"https://m.media-amazon.com/images/M/MV5BZTMxMGM5MjItNDJhNy00MWI2LWJlZWMtOWFhMjI5ZTQwMWM3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Batman Begins",0,1,0,0,"tt0372784","2005-06-17","Action, Adventure",140,"After training with his mentor, Batman begins his fight to free crime-ridden Gotham City from corruption.",8.2,1278075,8.2,8.2,976,8.3,287267,8.2,519596,8,94727,"UA","Action, Adventure",70,"https://m.media-amazon.com/images/M/MV5BOTY4YjI2N2MtYmFlMC00ZjcyLTg3YjEtMDQyM2ZjYzQ5YWFkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Beasts of No Nation",1,0,0,0,"tt1365050","2015-10-16","Drama, War",137,"A drama based on the experiences of Agu, a child soldier fighting in the civil war of an unnamed African country.",7.7,71634,7.8,7.8,35,7.8,18335,7.7,28497,7.6,5472,"","Drama, War",79,"https://m.media-amazon.com/images/M/MV5BMTYwMzMzMDI0NF5BMl5BanBnXkFtZTgwNDQ3NjI3NjE@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Big Hero 6",0,0,0,1,"tt2245084","2014-12-18","Animation, Action, Adventure",102,"The special bond develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada. They team up with a group of friends to form a band of high-tech heroes.",7.8,400882,8,7.7,566,7.9,109967,7.7,136068,7.6,24852,"U","Animation, Action, Adventure",74,"https://m.media-amazon.com/images/M/MV5BMDliOTIzNmUtOTllOC00NDU3LWFiNjYtMGM0NDc1YTMxNjYxXkEyXkFqcGdeQXVyNTM3NzExMDQ@._V1_UY98_CR1,0,67,98_AL_.jpg"
"Blazing Saddles",0,1,0,0,"tt0071230","1975-02-27","Comedy, Western",93,"In order to ruin a western town, a corrupt politician appoints a black Sheriff, who promptly becomes his most formidable adversary.",7.7,123476,7.8,7.8,41,7.7,14126,7.6,48458,7.9,29411,"A","Comedy, Western",73,"https://m.media-amazon.com/images/M/MV5BZGZmMWE1MDYtNzAyNC00MDMzLTgzZjQtNTQ5NjYzN2E4MzkzXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Blow",1,0,0,0,"tt0221027","2001-09-21","Biography, Crime, Drama",124,"The story of how",7.6,236562,7.7,7.3,36,7.7,38374,7.6,123817,7.2,22700,"R","Biography, Crime, Drama",52,"https://m.media-amazon.com/images/M/MV5BYjg5ZDkzZWEtZDQ2ZC00Y2ViLThhMzYtMmIxZDYzYTY2Y2Y2XkEyXkFqcGdeQXVyODAwMTU1MTE@._V1_UY98_CR1,0,67,98_AL_.jpg"
"Brief Encounter",0,0,1,0,"tt0037558","1947-03-28","Drama, Romance",86,"Meeting a stranger in a railway station, a woman is tempted to cheat on her husband.",8,34524,8,7.6,8,8.2,4440,7.9,14366,8,8556,"U","Drama, Romance",92,"https://m.media-amazon.com/images/M/MV5BYWQ0MGNjOTYtMWJlNi00YWMxLWFmMzktYjAyNTVkY2U1NWNhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Captain America: Civil War",0,0,0,1,"tt3498820","2016-05-04","Action, Adventure, Sci-Fi",147,"Political involvement in the Avengers' affairs causes a rift between Captain America and Iron Man.",7.8,644241,7.9,8,1138,7.9,154509,7.7,191175,7.6,40257,"UA","Action, Adventure, Sci-Fi",75,"https://m.media-amazon.com/images/M/MV5BMjQ0MTgyNjAxMV5BMl5BanBnXkFtZTgwNjUzMDkyODE@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Captain America: The Winter Soldier",0,0,0,1,"tt1843866","2014-03-26","Action, Adventure, Sci-Fi",136,"As Steve Rogers struggles to embrace his role in the modern world, he teams up with a fellow Avenger and S.H.I.E.L.D agent, Black Widow, to battle a new threat from history: an assassin known as the Winter Soldier.",7.7,719085,7.9,8,948,7.9,182152,7.6,238654,7.7,50843,"UA","Action, Adventure, Sci-Fi",70,"https://m.media-amazon.com/images/M/MV5BMzA2NDkwODAwM15BMl5BanBnXkFtZTgwODk5MTgzMTE@._V1_UY98_CR0,0,67,98_AL_.jpg"
"Captain Fantastic",0,1,0,0,"tt3553976","2016-12-07","Comedy, Drama",118,"In the forests of the Pacific Northwest, a father devoted to raising his six kids with a rigorous physical and intellectual education is forced to leave his paradise and enter the world, challenging his idea of what it means to be a parent.",7.9,182051,8,7.6,112,8,42456,7.8,69120,7.6,16561,"R","Comedy, Drama",72,"https://m.media-amazon.com/images/M/MV5BMjE5OTM0OTY5NF5BMl5BanBnXkFtZTgwMDcxOTQ3ODE@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Chak De! India",0,0,1,0,"tt0871510","2007-08-10","Drama, Family, Sport",153,"Kabir Khan is the coach of the Indian Women's National Hockey Team and his dream is to make his all girls team emerge victorious against all odds.",8.2,72356,8.4,7.8,50,8.4,22142,8,25077,6.4,2510,"U","Drama, Family, Sport",68,"https://m.media-amazon.com/images/M/MV5BMTUzODMyNzk4NV5BMl5BanBnXkFtZTgwNTk1NTYyNTM@._V1_UY98_CR3,0,67,98_AL_.jpg"
"Charade",0,0,1,0,"tt0056923","1963-12-19","Comedy, Mystery, Romance",113,"Romance and suspense ensue in Paris as a woman is pursued by several men who want a fortune her murdered husband had stolen. Whom can she trust?",7.9,66360,8,7.9,25,8,8436,7.9,26138,7.9,15761,"U","Comedy, Mystery, Romance",83,"https://m.media-amazon.com/images/M/MV5BMTA0Y2UyMDUtZGZiOS00ZmVkLTg3NmItODQyNTY1ZjU1MWE4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Coco",0,0,0,1,"tt1262877","2009-03-18","Comedy, Drama",95,"A well-liked self-made man becomes a royal pain when he learns he has a heart defect.",3.3,1404,3.6,6,1,3.4,254,3.2,606,3.3,239,"U","Animation, Adventure, Family",81,"https://m.media-amazon.com/images/M/MV5BYjQ5NjM0Y2YtNjZkNC00ZDhkLWJjMWItN2QyNzFkMDE3ZjAxXkEyXkFqcGdeQXVyODIxMzk5NjA@._V1_UY98_CR1,0,67,98_AL_.jpg"
"Coco",0,0,0,1,"tt2380307","2017-12-28","Animation, Adventure, Family",105,"Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.",8.4,352455,8.4,8.4,894,8.5,88719,8.3,105005,8.1,20187,"U","Animation, Adventure, Family",81,"https://m.media-amazon.com/images/M/MV5BYjQ5NjM0Y2YtNjZkNC00ZDhkLWJjMWItN2QyNzFkMDE3ZjAxXkEyXkFqcGdeQXVyODIxMzk5NjA@._V1_UY98_CR1,0,67,98_AL_.jpg"
"Dallas Buyers Club",1,0,0,0,"tt0790636","2014-01-30","Biography, Drama",117,"In 1985 Dallas, electrician and hustler Ron Woodroof works around the system to help AIDS patients get the medication they need after he is diagnosed with the disease.",8,430111,8,8,139,8.1,112458,7.9,170093,7.9,34984,"R","Biography, Drama",80,"https://m.media-amazon.com/images/M/MV5BMTYwMTA4MzgyNF5BMl5BanBnXkFtZTgwMjEyMjE0MDE@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Dark Waters",0,0,1,0,"tt9071322","2020-02-20","Biography, Drama, History",126,"A corporate defense attorney takes on an environmental lawsuit against a chemical company that exposes a lengthy history of pollution.",7.6,45064,7.7,7.2,42,7.7,7981,7.5,16799,7.5,5874,"PG-13","Biography, Drama, History",73,"https://m.media-amazon.com/images/M/MV5BODQ0M2Y5M2QtZGIwMC00MzJjLThlMzYtNmE3ZTMzZTYzOGEwXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Dark Waters",0,0,1,0,"tt0036745","1944-11-21","Drama, Film-Noir, Mystery",90,"A woman returns to the USA after a German u-boat sank her ship, and finds out that someone wants to kill her for her inheritance.",6.5,857,6.5,6,2,6.7,28,6.3,235,6.6,426,"PG-13","Biography, Drama, History",73,"https://m.media-amazon.com/images/M/MV5BODQ0M2Y5M2QtZGIwMC00MzJjLThlMzYtNmE3ZTMzZTYzOGEwXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Dark Waters",0,0,1,0,"tt0109550","1993","Drama, Horror, Mystery",94,"A girl travels to an island, after the death of her father, to find out why the father funded a monestary on the island.",6.1,1910,6.1,7,1,6.4,130,6.2,851,5.8,457,"PG-13","Biography, Drama, History",73,"https://m.media-amazon.com/images/M/MV5BODQ0M2Y5M2QtZGIwMC00MzJjLThlMzYtNmE3ZTMzZTYzOGEwXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Despicable Me",1,0,0,0,"tt1323594","2010-10-15","Animation, Comedy, Family",95,"When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better.",7.6,491257,7.8,7.3,533,7.7,134593,7.6,191391,7.6,34703,"U","Animation, Comedy, Crime",72,"https://m.media-amazon.com/images/M/MV5BMTY3NjY0MTQ0Nl5BMl5BanBnXkFtZTcwMzQ2MTc0Mw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
"District 9",1,0,0,0,"tt1136608","2009-09-25","Action, Sci-Fi, Thriller",112,"Violence ensues after an extraterrestrial race forced to live in slum-like conditions on Earth finds a kindred spirit in a government agent exposed to their biotechnology.",7.9,630278,7.9,7.6,166,7.9,123861,7.9,313419,7.7,63143,"A","Action, Sci-Fi, Thriller",81,"https://m.media-amazon.com/images/M/MV5BYmQ5MzFjYWMtMTMwNC00ZGU5LWI3YTQtYzhkMGExNGFlY2Q0XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Django Unchained",1,0,0,0,"tt1853728","2013-01-17","Drama, Western",165,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",8.4,1317856,8.4,8.7,908,8.6,325635,8.4,470648,8,94855,"A","Drama, Western",81,"https://m.media-amazon.com/images/M/MV5BMjIyNTQ5NjQ1OV5BMl5BanBnXkFtZTcwODg1MDU4OA@@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Drive",1,0,1,0,"tt6593054","2019-11-01","Action, Crime, Thriller",147,"A notorious thief allies with a street racer for a grand heist involving an elaborate game of deceit with authorities, who have their own dirty secrets.",3,4921,4.2,3.4,15,2.9,1174,3.1,1009,3.8,102,"A","Crime, Drama",78,"https://m.media-amazon.com/images/M/MV5BZjY5ZjQyMjMtMmEwOC00Nzc2LTllYTItMmU2MzJjNTg1NjY0XkEyXkFqcGdeQXVyNjQ1MTMzMDQ@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Drive",1,0,1,0,"tt0116147","1997-08-06","Action, Adventure, Sci-Fi",100,"A prototype enhanced human, on the run from Chinese-hired hit men, hooks up with a dread-locked bystander, and the two of them elude their pursuers narrowly each time.",6.8,5340,7.1,5,2,7,276,6.9,2875,6.3,921,"A","Crime, Drama",78,"https://m.media-amazon.com/images/M/MV5BZjY5ZjQyMjMtMmEwOC00Nzc2LTllYTItMmU2MzJjNTg1NjY0XkEyXkFqcGdeQXVyNjQ1MTMzMDQ@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Drive",1,0,1,0,"tt0780504","2011-09-30","Crime, Drama",100,"A mysterious Hollywood stuntman and mechanic moonlights as a getaway driver and finds himself in trouble when he helps out his neighbor in this action drama.",7.8,558693,7.8,8.1,225,7.9,129355,7.8,259101,7.5,45992,"A","Crime, Drama",78,"https://m.media-amazon.com/images/M/MV5BZjY5ZjQyMjMtMmEwOC00Nzc2LTllYTItMmU2MzJjNTg1NjY0XkEyXkFqcGdeQXVyNjQ1MTMzMDQ@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Dunkirk",0,0,1,0,"tt0051565","1958-11-27","Action, Drama, History",135,"A dramatization of the British Expeditionary Force's 1940 retreat to the beaches of France and the extraordinary seaborne evacuation that saved it from utter destruction by Nazi Germany.",7,2671,7.2,6.5,7,6.7,134,6.8,564,7.1,1358,"UA","Action, Drama, History",94,"https://m.media-amazon.com/images/M/MV5BN2YyZjQ0NTEtNzU5MS00NGZkLTg0MTEtYzJmMWY3MWRhZjM2XkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Dunkirk",0,0,1,0,"tt5013056","2017-08-31","Action, Drama, History",106,"Allied soldiers from Belgium, the British Empire, and France are surrounded by the German Army and evacuated during a fierce battle in World War II.",7.9,531422,7.8,8,758,8.1,131266,7.7,166712,7.6,40631,"UA","Action, Drama, History",94,"https://m.media-amazon.com/images/M/MV5BN2YyZjQ0NTEtNzU5MS00NGZkLTg0MTEtYzJmMWY3MWRhZjM2XkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_UX67_CR0,0,67,98_AL_.jpg"
"End of Watch",1,0,0,0,"tt1855199","2012-11-22","Action, Crime, Drama",109,"Shot documentary-style, this film follows the daily grind of two young police officers in LA who are partners and friends, and what happens when they meet criminal forces greater than themselves.",7.6,224496,7.7,7.4,53,7.8,47591,7.6,104399,7.4,21531,"A","Action, Crime, Drama",68,"https://m.media-amazon.com/images/M/MV5BMjMxNjU0ODU5Ml5BMl5BanBnXkFtZTcwNjI4MzAyOA@@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Escape from Alcatraz",0,1,1,0,"tt0079116","1979-10-19","Action, Biography, Crime",112,"Alcatraz is the most secure prison of its time. It is believed that no one can ever escape from it, until three daring men make a possible successful attempt at escaping from one of the most infamous prisons in the world.",7.6,116958,7.7,7.7,56,7.6,18745,7.6,52234,7.6,19403,"A","Action, Biography, Crime",76,"https://m.media-amazon.com/images/M/MV5BNDQ3MzNjMDItZjE0ZS00ZTYxLTgxNTAtM2I4YjZjNWFjYjJlL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Ex Machina",1,0,0,0,"tt0470752","2015-07-30","Drama, Sci-Fi, Thriller",108,"A young programmer is selected to participate in a ground-breaking experiment in synthetic intelligence by evaluating the human qualities of a highly advanced humanoid A.I.",7.7,462655,7.7,7.7,219,7.9,107900,7.7,178258,7.5,41857,"UA","Drama, Sci-Fi, Thriller",78,"https://m.media-amazon.com/images/M/MV5BMTUxNzc0OTIxMV5BMl5BanBnXkFtZTgwNDI3NzU2NDE@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Fantasia",0,0,0,1,"tt0032455","1946-09-19","Animation, Family, Fantasy",125,"A collection of animated interpretations of great works of Western classical music.",7.8,86795,7.8,7.6,47,7.8,14325,7.7,37152,7.8,14131,"G","Animation, Family, Fantasy",96,"https://m.media-amazon.com/images/M/MV5BMjAxMTI1Njk3OF5BMl5BanBnXkFtZTgwNjkzODk4NTE@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Ferris Bueller's Day Off",1,0,0,0,"tt0091042","1986-12-04","Comedy",103,"A high school wise guy is determined to have a day off from school, despite what the Principal thinks of that.",7.8,313852,7.9,8,228,7.8,59678,7.7,126028,7.9,44301,"U","Comedy",61,"https://m.media-amazon.com/images/M/MV5BMDA0NjZhZWUtNmI2NC00MmFjLTgwZDYtYzVjZmNhMDVmOTBkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Fiddler on the Roof",0,0,1,0,"tt0067093","1971-12-11","Drama, Family, Musical",181,"In prerevolutionary Russia, a Jewish peasant contends with marrying off three of his daughters while growing anti-Semitic sentiment threatens his village.",8,38350,8.1,10,8,8.1,4546,7.9,13783,8,10610,"G","Drama, Family, Musical",67,"https://m.media-amazon.com/images/M/MV5BMWMxNDYzNmUtYjFmNC00MGM2LWFmNzMtODhlMGNkNDg5MjE5XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Finding Nemo",0,0,0,1,"tt0266543","2003-12-03","Animation, Adventure, Comedy",100,"After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home.",8.1,927957,8.1,8.2,885,8.2,231865,8.1,345705,8.1,72182,"U","Animation, Adventure, Comedy",90,"https://m.media-amazon.com/images/M/MV5BZTAzNWZlNmUtZDEzYi00ZjA5LWIwYjEtZGM1NWE1MjE4YWRhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Freaks",1,0,0,0,"tt0022913","1932-02-20","Drama, Horror",64,"A circus' beautiful trapeze artist agrees to marry the leader of side-show performers, but his deformed friends discover she is only marrying him for his inheritance.",7.9,41173,7.9,7.1,17,7.9,5720,7.9,17937,8,8551,"","Drama, Horror",80,"https://m.media-amazon.com/images/M/MV5BMjMyYjgyOTQtZDVlZS00NTQ0LWJiNDItNGRlZmM3Yzc0N2Y0XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Freaks",1,0,0,0,"tt8781414","2019-09-13","Drama, Mystery, Sci-Fi",105,"A bold girl discovers a bizarre, threatening, and mysterious new world beyond her front door after she escapes her father's protective and paranoid control.",6.7,23654,6.8,6.4,14,6.8,2779,6.7,9730,6.6,3997,"","Drama, Horror",80,"https://m.media-amazon.com/images/M/MV5BMjMyYjgyOTQtZDVlZS00NTQ0LWJiNDItNGRlZmM3Yzc0N2Y0XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Giant",1,0,1,0,"tt0049261","1957-03-18","Drama, Western",201,"Sprawling epic covering the life of a Texas cattle rancher and his family and associates.",7.6,33284,7.7,7.2,6,7.8,3153,7.6,12022,7.6,10149,"G","Drama, Western",84,"https://m.media-amazon.com/images/M/MV5BODk3YjdjZTItOGVhYi00Mjc2LTgzMDAtMThmYTVkNTBlMWVkXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Good Will Hunting",0,1,0,0,"tt0119217","1998-03-06","Drama, Romance",126,"Will Hunting, a janitor at M.I.T., has a gift for mathematics, but needs help from a psychologist to find direction in his life.",8.3,837379,8.3,8.4,471,8.4,176953,8.2,331126,8.1,82581,"U","Drama, Romance",70,"https://m.media-amazon.com/images/M/MV5BOTI0MzcxMTYtZDVkMy00NjY1LTgyMTYtZmUxN2M3NmQ2NWJhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
